total_focos,ano,mes,estado
1192,2015,10,AC
42,2015,10,AL
2342,2015,10,AM
1049,2015,10,AP
4728,2015,10,BA
778,2015,10,CE
17,2015,10,DF
473,2015,10,ES
1607,2015,10,GO
6677,2015,10,MA
3401,2015,10,MG
451,2015,10,MS
5730,2015,10,MT
7424,2015,10,PA
136,2015,10,PB
484,2015,10,PE
4564,2015,10,PI
142,2015,10,PR
78,2015,10,RJ
193,2015,10,RN
2553,2015,10,RO
287,2015,10,RR
63,2015,10,RS
21,2015,10,SC
5,2015,10,SE
199,2015,10,SP
5476,2015,10,TO
160,2015,11,AC
121,2015,11,AL
1315,2015,11,AM
1490,2015,11,AP
1575,2015,11,BA
1055,2015,11,CE
2,2015,11,DF
330,2015,11,ES
490,2015,11,GO
4240,2015,11,MA
1340,2015,11,MG
228,2015,11,MS
1670,2015,11,MT
9797,2015,11,PA
196,2015,11,PB
341,2015,11,PE
936,2015,11,PI
23,2015,11,PR
3,2015,11,RJ
109,2015,11,RN
915,2015,11,RO
394,2015,11,RR
20,2015,11,RS
8,2015,11,SC
41,2015,11,SE
18,2015,11,SP
1050,2015,11,TO
61,2015,12,AC
117,2015,12,AL
1145,2015,12,AM
572,2015,12,AP
1226,2015,12,BA
1002,2015,12,CE
340,2015,12,ES
147,2015,12,GO
3690,2015,12,MA
253,2015,12,MG
322,2015,12,MS
1413,2015,12,MT
6753,2015,12,PA
138,2015,12,PB
181,2015,12,PE
653,2015,12,PI
23,2015,12,PR
5,2015,12,RJ
87,2015,12,RN
290,2015,12,RO
432,2015,12,RR
35,2015,12,RS
18,2015,12,SC
44,2015,12,SE
40,2015,12,SP
457,2015,12,TO
79,2016,1,AC
44,2016,1,AL
1588,2016,1,AM
333,2016,1,AP
272,2016,1,BA
565,2016,1,CE
1021,2016,1,ES
27,2016,1,GO
480,2016,1,MA
187,2016,1,MG
108,2016,1,MS
300,2016,1,MT
1617,2016,1,PA
69,2016,1,PB
54,2016,1,PE
325,2016,1,PI
124,2016,1,PR
1,2016,1,RJ
55,2016,1,RN
307,2016,1,RO
2041,2016,1,RR
60,2016,1,RS
64,2016,1,SC
10,2016,1,SE
56,2016,1,SP
367,2016,1,TO
194,2016,2,AC
69,2016,2,AL
887,2016,2,AM
575,2016,2,AP
354,2016,2,BA
87,2016,2,CE
1,2016,2,DF
470,2016,2,ES
69,2016,2,GO
354,2016,2,MA
136,2016,2,MG
119,2016,2,MS
763,2016,2,MT
543,2016,2,PA
258,2016,2,PB
26,2016,2,PE
214,2016,2,PI
20,2016,2,PR
6,2016,2,RJ
60,2016,2,RN
92,2016,2,RO
267,2016,2,RR
47,2016,2,RS
2,2016,2,SC
38,2016,2,SE
107,2016,2,SP
603,2016,2,TO
439,2016,3,AC
160,2016,3,AL
736,2016,3,AM
665,2016,3,AP
257,2016,3,BA
118,2016,3,CE
1,2016,3,DF
657,2016,3,ES
107,2016,3,GO
355,2016,3,MA
96,2016,3,MG
101,2016,3,MS
934,2016,3,MT
132,2016,3,PA
727,2016,3,PB
8,2016,3,PE
250,2016,3,PI
63,2016,3,PR
3,2016,3,RJ
167,2016,3,RN
99,2016,3,RO
1421,2016,3,RR
33,2016,3,RS
20,2016,3,SC
240,2016,3,SE
65,2016,3,SP
655,2016,3,TO
155,2016,4,AC
18,2016,4,AL
400,2016,4,AM
194,2016,4,AP
195,2016,4,BA
24,2016,4,CE
4,2016,4,DF
104,2016,4,ES
152,2016,4,GO
158,2016,4,MA
166,2016,4,MG
141,2016,4,MS
1351,2016,4,MT
66,2016,4,PA
78,2016,4,PB
25,2016,4,PE
75,2016,4,PI
162,2016,4,PR
40,2016,4,RJ
32,2016,4,RN
142,2016,4,RO
269,2016,4,RR
26,2016,4,RS
33,2016,4,SC
79,2016,4,SE
293,2016,4,SP
793,2016,4,TO
137,2016,5,AC
12,2016,5,AL
119,2016,5,AM
22,2016,5,AP
245,2016,5,BA
31,2016,5,CE
13,2016,5,DF
80,2016,5,ES
210,2016,5,GO
246,2016,5,MA
178,2016,5,MG
98,2016,5,MS
929,2016,5,MT
151,2016,5,PA
17,2016,5,PB
31,2016,5,PE
116,2016,5,PI
77,2016,5,PR
24,2016,5,RJ
11,2016,5,RN
91,2016,5,RO
88,2016,5,RR
39,2016,5,RS
36,2016,5,SC
17,2016,5,SE
138,2016,5,SP
907,2016,5,TO
342,2016,6,AC
10,2016,6,AL
196,2016,6,AM
48,2016,6,AP
390,2016,6,BA
101,2016,6,CE
37,2016,6,DF
146,2016,6,ES
261,2016,6,GO
981,2016,6,MA
241,2016,6,MG
132,2016,6,MS
1306,2016,6,MT
568,2016,6,PA
21,2016,6,PB
61,2016,6,PE
404,2016,6,PI
261,2016,6,PR
30,2016,6,RJ
25,2016,6,RN
234,2016,6,RO
188,2016,6,RR
311,2016,6,RS
104,2016,6,SC
196,2016,6,SP
1272,2016,6,TO
1201,2016,7,AC
16,2016,7,AL
1310,2016,7,AM
193,2016,7,AP
351,2016,7,BA
340,2016,7,CE
78,2016,7,DF
148,2016,7,ES
815,2016,7,GO
2792,2016,7,MA
986,2016,7,MG
673,2016,7,MS
3301,2016,7,MT
1888,2016,7,PA
50,2016,7,PB
221,2016,7,PE
1228,2016,7,PI
552,2016,7,PR
127,2016,7,RJ
84,2016,7,RN
1299,2016,7,RO
520,2016,7,RR
942,2016,7,RS
610,2016,7,SC
14,2016,7,SE
734,2016,7,SP
3484,2016,7,TO
3319,2016,8,AC
20,2016,8,AL
4027,2016,8,AM
396,2016,8,AP
741,2016,8,BA
1342,2016,8,CE
35,2016,8,DF
208,2016,8,ES
1038,2016,8,GO
5066,2016,8,MA
1564,2016,8,MG
1292,2016,8,MS
6168,2016,8,MT
5510,2016,8,PA
97,2016,8,PB
777,2016,8,PE
3580,2016,8,PI
994,2016,8,PR
219,2016,8,RJ
324,2016,8,RN
4179,2016,8,RO
895,2016,8,RR
1182,2016,8,RS
795,2016,8,SC
3,2016,8,SE
840,2016,8,SP
5844,2016,8,TO
4369,2016,9,AC
33,2016,9,AL
3078,2016,9,AM
464,2016,9,AP
1749,2016,9,BA
920,2016,9,CE
51,2016,9,DF
262,2016,9,ES
1571,2016,9,GO
4046,2016,9,MA
1983,2016,9,MG
2292,2016,9,MS
8284,2016,9,MT
4028,2016,9,PA
126,2016,9,PB
861,2016,9,PE
2825,2016,9,PI
1428,2016,9,PR
177,2016,9,RJ
321,2016,9,RN
4486,2016,9,RO
619,2016,9,RR
629,2016,9,RS
677,2016,9,SC
4,2016,9,SE
506,2016,9,SP
6584,2016,9,TO
711,2016,10,AC
68,2016,10,AL
2090,2016,10,AM
876,2016,10,AP
1322,2016,10,BA
1337,2016,10,CE
8,2016,10,DF
180,2016,10,ES
488,2016,10,GO
5768,2016,10,MA
918,2016,10,MG
1070,2016,10,MS
2715,2016,10,MT
5980,2016,10,PA
298,2016,10,PB
515,2016,10,PE
2877,2016,10,PI
166,2016,10,PR
28,2016,10,RJ
246,2016,10,RN
2171,2016,10,RO
264,2016,10,RR
84,2016,10,RS
56,2016,10,SC
7,2016,10,SE
172,2016,10,SP
3544,2016,10,TO
280,2016,11,AC
80,2016,11,AL
1384,2016,11,AM
1183,2016,11,AP
405,2016,11,BA
1438,2016,11,CE
1,2016,11,DF
162,2016,11,ES
115,2016,11,GO
4048,2016,11,MA
121,2016,11,MG
235,2016,11,MS
855,2016,11,MT
7376,2016,11,PA
137,2016,11,PB
258,2016,11,PE
1410,2016,11,PI
260,2016,11,PR
17,2016,11,RJ
194,2016,11,RN
510,2016,11,RO
952,2016,11,RR
97,2016,11,RS
144,2016,11,SC
18,2016,11,SE
35,2016,11,SP
1020,2016,11,TO
157,2016,12,AC
161,2016,12,AL
678,2016,12,AM
1462,2016,12,AP
167,2016,12,BA
851,2016,12,CE
301,2016,12,ES
59,2016,12,GO
1552,2016,12,MA
90,2016,12,MG
112,2016,12,MS
399,2016,12,MT
3145,2016,12,PA
114,2016,12,PB
217,2016,12,PE
420,2016,12,PI
44,2016,12,PR
5,2016,12,RJ
82,2016,12,RN
850,2016,12,RO
303,2016,12,RR
77,2016,12,RS
20,2016,12,SC
38,2016,12,SE
44,2016,12,SP
265,2016,12,TO
1546,2017,1,AC
50,2017,1,AL
1205,2017,1,AM
352,2017,1,AP
154,2017,1,BA
265,2017,1,CE
1,2017,1,DF
428,2017,1,ES
46,2017,1,GO
219,2017,1,MA
125,2017,1,MG
322,2017,1,MS
457,2017,1,MT
400,2017,1,PA
40,2017,1,PB
56,2017,1,PE
193,2017,1,PI
53,2017,1,PR
12,2017,1,RJ
37,2017,1,RN
1810,2017,1,RO
158,2017,1,RR
26,2017,1,RS
46,2017,1,SC
33,2017,1,SE
21,2017,1,SP
414,2017,1,TO
77,2017,2,AC
47,2017,2,AL
586,2017,2,AM
824,2017,2,AP
108,2017,2,BA
314,2017,2,CE
712,2017,2,ES
64,2017,2,GO
77,2017,2,MA
93,2017,2,MG
146,2017,2,MS
295,2017,2,MT
124,2017,2,PA
69,2017,2,PB
50,2017,2,PE
98,2017,2,PI
64,2017,2,PR
24,2017,2,RJ
35,2017,2,RN
133,2017,2,RO
188,2017,2,RR
31,2017,2,RS
27,2017,2,SC
39,2017,2,SE
88,2017,2,SP
206,2017,2,TO
141,2017,3,AC
44,2017,3,AL
427,2017,3,AM
372,2017,3,AP
167,2017,3,BA
21,2017,3,CE
293,2017,3,ES
91,2017,3,GO
71,2017,3,MA
102,2017,3,MG
164,2017,3,MS
698,2017,3,MT
57,2017,3,PA
66,2017,3,PB
16,2017,3,PE
67,2017,3,PI
45,2017,3,PR
8,2017,3,RJ
29,2017,3,RN
239,2017,3,RO
349,2017,3,RR
39,2017,3,RS
20,2017,3,SC
106,2017,3,SE
76,2017,3,SP
456,2017,3,TO
112,2017,4,AC
20,2017,4,AL
653,2017,4,AM
133,2017,4,AP
97,2017,4,BA
17,2017,4,CE
1,2017,4,DF
119,2017,4,ES
58,2017,4,GO
211,2017,4,MA
67,2017,4,MG
69,2017,4,MS
708,2017,4,MT
78,2017,4,PA
29,2017,4,PB
14,2017,4,PE
112,2017,4,PI
103,2017,4,PR
11,2017,4,RJ
29,2017,4,RN
78,2017,4,RO
190,2017,4,RR
61,2017,4,RS
28,2017,4,SC
63,2017,4,SE
37,2017,4,SP
634,2017,4,TO
83,2017,5,AC
4,2017,5,AL
88,2017,5,AM
21,2017,5,AP
124,2017,5,BA
19,2017,5,CE
6,2017,5,DF
117,2017,5,ES
138,2017,5,GO
250,2017,5,MA
124,2017,5,MG
69,2017,5,MS
844,2017,5,MT
129,2017,5,PA
6,2017,5,PB
28,2017,5,PE
97,2017,5,PI
47,2017,5,PR
16,2017,5,RJ
3,2017,5,RN
39,2017,5,RO
50,2017,5,RR
41,2017,5,RS
35,2017,5,SC
5,2017,5,SE
45,2017,5,SP
756,2017,5,TO
90,2017,6,AC
5,2017,6,AL
226,2017,6,AM
38,2017,6,AP
222,2017,6,BA
44,2017,6,CE
5,2017,6,DF
89,2017,6,ES
308,2017,6,GO
1021,2017,6,MA
233,2017,6,MG
150,2017,6,MS
1476,2017,6,MT
498,2017,6,PA
4,2017,6,PB
59,2017,6,PE
395,2017,6,PI
138,2017,6,PR
41,2017,6,RJ
48,2017,6,RN
238,2017,6,RO
93,2017,6,RR
96,2017,6,RS
66,2017,6,SC
152,2017,6,SP
1129,2017,6,TO
675,2017,7,AC
2,2017,7,AL
1799,2017,7,AM
276,2017,7,AP
239,2017,7,BA
123,2017,7,CE
28,2017,7,DF
75,2017,7,ES
433,2017,7,GO
2785,2017,7,MA
473,2017,7,MG
817,2017,7,MS
2100,2017,7,MT
3898,2017,7,PA
37,2017,7,PB
226,2017,7,PE
1385,2017,7,PI
708,2017,7,PR
59,2017,7,RJ
153,2017,7,RN
1546,2017,7,RO
892,2017,7,RR
707,2017,7,RS
461,2017,7,SC
4,2017,7,SE
616,2017,7,SP
3662,2017,7,TO
1765,2017,8,AC
13,2017,8,AL
5168,2017,8,AM
353,2017,8,AP
831,2017,8,BA
483,2017,8,CE
118,2017,8,DF
171,2017,8,ES
1109,2017,8,GO
3915,2017,8,MA
1611,2017,8,MG
1159,2017,8,MS
4578,2017,8,MT
8952,2017,8,PA
30,2017,8,PB
521,2017,8,PE
2776,2017,8,PI
789,2017,8,PR
124,2017,8,RJ
400,2017,8,RN
4072,2017,8,RO
609,2017,8,RR
633,2017,8,RS
558,2017,8,SC
1,2017,8,SE
734,2017,8,SP
5226,2017,8,TO
3670,2017,9,AC
6,2017,9,AL
3432,2017,9,AM
320,2017,9,AP
1174,2017,9,BA
689,2017,9,CE
77,2017,9,DF
186,2017,9,ES
2155,2017,9,GO
9685,2017,9,MA
3084,2017,9,MG
2084,2017,9,MS
14840,2017,9,MT
15833,2017,9,PA
31,2017,9,PB
852,2017,9,PE
3402,2017,9,PI
1120,2017,9,PR
439,2017,9,RJ
323,2017,9,RN
5238,2017,9,RO
499,2017,9,RR
278,2017,9,RS
491,2017,9,SC
1930,2017,9,SP
9109,2017,9,TO
1661,2017,10,AC
17,2017,10,AL
1440,2017,10,AM
497,2017,10,AP
3148,2017,10,BA
914,2017,10,CE
51,2017,10,DF
212,2017,10,ES
1858,2017,10,GO
4778,2017,10,MA
2344,2017,10,MG
541,2017,10,MS
3738,2017,10,MT
6175,2017,10,PA
114,2017,10,PB
460,2017,10,PE
2896,2017,10,PI
108,2017,10,PR
182,2017,10,RJ
187,2017,10,RN
1999,2017,10,RO
277,2017,10,RR
85,2017,10,RS
40,2017,10,SC
134,2017,10,SP
3846,2017,10,TO
291,2017,11,AC
15,2017,11,AL
1249,2017,11,AM
1055,2017,11,AP
223,2017,11,BA
970,2017,11,CE
291,2017,11,ES
125,2017,11,GO
3075,2017,11,MA
149,2017,11,MG
136,2017,11,MS
928,2017,11,MT
9658,2017,11,PA
131,2017,11,PB
116,2017,11,PE
954,2017,11,PI
319,2017,11,PR
39,2017,11,RJ
138,2017,11,RN
507,2017,11,RO
794,2017,11,RR
139,2017,11,RS
164,2017,11,SC
1,2017,11,SE
35,2017,11,SP
1294,2017,11,TO
77,2017,12,AC
33,2017,12,AL
1103,2017,12,AM
590,2017,12,AP
79,2017,12,BA
1209,2017,12,CE
579,2017,12,ES
43,2017,12,GO
3175,2017,12,MA
75,2017,12,MG
80,2017,12,MS
249,2017,12,MT
4912,2017,12,PA
128,2017,12,PB
162,2017,12,PE
539,2017,12,PI
98,2017,12,PR
4,2017,12,RJ
90,2017,12,RN
248,2017,12,RO
602,2017,12,RR
82,2017,12,RS
69,2017,12,SC
8,2017,12,SE
34,2017,12,SP
367,2017,12,TO
45,2018,1,AC
38,2018,1,AL
1459,2018,1,AM
227,2018,1,AP
116,2018,1,BA
258,2018,1,CE
430,2018,1,ES
54,2018,1,GO
553,2018,1,MA
63,2018,1,MG
47,2018,1,MS
317,2018,1,MT
600,2018,1,PA
81,2018,1,PB
57,2018,1,PE
182,2018,1,PI
16,2018,1,PR
4,2018,1,RJ
39,2018,1,RN
927,2018,1,RO
552,2018,1,RR
45,2018,1,RS
9,2018,1,SC
18,2018,1,SE
41,2018,1,SP
255,2018,1,TO
381,2018,2,AC
58,2018,2,AL
818,2018,2,AM
1256,2018,2,AP
65,2018,2,BA
593,2018,2,CE
1160,2018,2,ES
41,2018,2,GO
396,2018,2,MA
149,2018,2,MG
50,2018,2,MS
266,2018,2,MT
174,2018,2,PA
388,2018,2,PB
15,2018,2,PE
208,2018,2,PI
75,2018,2,PR
75,2018,2,RN
402,2018,2,RO
722,2018,2,RR
72,2018,2,RS
48,2018,2,SC
43,2018,2,SE
26,2018,2,SP
266,2018,2,TO
399,2018,3,AC
49,2018,3,AL
1287,2018,3,AM
342,2018,3,AP
141,2018,3,BA
42,2018,3,CE
334,2018,3,ES
113,2018,3,GO
624,2018,3,MA
115,2018,3,MG
163,2018,3,MS
766,2018,3,MT
167,2018,3,PA
536,2018,3,PB
13,2018,3,PE
346,2018,3,PI
21,2018,3,PR
5,2018,3,RJ
209,2018,3,RN
155,2018,3,RO
1130,2018,3,RR
74,2018,3,RS
22,2018,3,SC
120,2018,3,SE
124,2018,3,SP
315,2018,3,TO
97,2018,4,AC
8,2018,4,AL
550,2018,4,AM
289,2018,4,AP
74,2018,4,BA
10,2018,4,CE
80,2018,4,ES
74,2018,4,GO
380,2018,4,MA
58,2018,4,MG
94,2018,4,MS
426,2018,4,MT
80,2018,4,PA
54,2018,4,PB
7,2018,4,PE
132,2018,4,PI
158,2018,4,PR
2,2018,4,RJ
45,2018,4,RN
86,2018,4,RO
463,2018,4,RR
86,2018,4,RS
150,2018,4,SC
27,2018,4,SE
85,2018,4,SP
986,2018,4,TO
174,2018,5,AC
1,2018,5,AL
308,2018,5,AM
156,2018,5,AP
106,2018,5,BA
19,2018,5,CE
2,2018,5,DF
66,2018,5,ES
181,2018,5,GO
298,2018,5,MA
153,2018,5,MG
100,2018,5,MS
985,2018,5,MT
138,2018,5,PA
16,2018,5,PB
19,2018,5,PE
176,2018,5,PI
241,2018,5,PR
7,2018,5,RJ
12,2018,5,RN
99,2018,5,RO
210,2018,5,RR
108,2018,5,RS
77,2018,5,SC
1,2018,5,SE
317,2018,5,SP
926,2018,5,TO
208,2018,6,AC
7,2018,6,AL
240,2018,6,AM
127,2018,6,AP
192,2018,6,BA
95,2018,6,CE
1,2018,6,DF
37,2018,6,ES
183,2018,6,GO
1132,2018,6,MA
201,2018,6,MG
131,2018,6,MS
1623,2018,6,MT
505,2018,6,PA
20,2018,6,PB
68,2018,6,PE
559,2018,6,PI
158,2018,6,PR
32,2018,6,RJ
117,2018,6,RN
211,2018,6,RO
103,2018,6,RR
62,2018,6,RS
52,2018,6,SC
2,2018,6,SE
292,2018,6,SP
1141,2018,6,TO
752,2018,7,AC
5,2018,7,AL
1524,2018,7,AM
136,2018,7,AP
287,2018,7,BA
199,2018,7,CE
29,2018,7,DF
83,2018,7,ES
405,2018,7,GO
1971,2018,7,MA
557,2018,7,MG
333,2018,7,MS
1816,2018,7,MT
1046,2018,7,PA
46,2018,7,PB
120,2018,7,PE
1509,2018,7,PI
481,2018,7,PR
74,2018,7,RJ
208,2018,7,RN
1007,2018,7,RO
477,2018,7,RR
78,2018,7,RS
161,2018,7,SC
2,2018,7,SE
1070,2018,7,SP
1878,2018,7,TO
2171,2018,8,AC
44,2018,8,AL
3014,2018,8,AM
416,2018,8,AP
507,2018,8,BA
808,2018,8,CE
15,2018,8,DF
115,2018,8,ES
518,2018,8,GO
4807,2018,8,MA
553,2018,8,MG
442,2018,8,MS
2650,2018,8,MT
3116,2018,8,PA
117,2018,8,PB
502,2018,8,PE
3964,2018,8,PI
672,2018,8,PR
29,2018,8,RJ
589,2018,8,RN
2688,2018,8,RO
952,2018,8,RR
707,2018,8,RS
574,2018,8,SC
23,2018,8,SE
350,2018,8,SP
3572,2018,8,TO
4887,2018,9,AC
18,2018,9,AL
5245,2018,9,AM
372,2018,9,AP
1983,2018,9,BA
1059,2018,9,CE
41,2018,9,DF
120,2018,9,ES
1070,2018,9,GO
3975,2018,9,MA
1869,2018,9,MG
642,2018,9,MS
6638,2018,9,MT
4983,2018,9,PA
85,2018,9,PB
1256,2018,9,PE
3740,2018,9,PI
310,2018,9,PR
65,2018,9,RJ
412,2018,9,RN
6456,2018,9,RO
374,2018,9,RR
222,2018,9,RS
126,2018,9,SC
2,2018,9,SE
598,2018,9,SP
3667,2018,9,TO
504,2018,10,AC
60,2018,10,AL
1983,2018,10,AM
609,2018,10,AP
1356,2018,10,BA
696,2018,10,CE
143,2018,10,ES
345,2018,10,GO
2016,2018,10,MA
842,2018,10,MG
124,2018,10,MS
1711,2018,10,MT
5048,2018,10,PA
225,2018,10,PB
349,2018,10,PE
1835,2018,10,PI
112,2018,10,PR
13,2018,10,RJ
136,2018,10,RN
1096,2018,10,RO
299,2018,10,RR
69,2018,10,RS
74,2018,10,SC
16,2018,10,SE
27,2018,10,SP
1779,2018,10,TO
113,2018,11,AC
41,2018,11,AL
967,2018,11,AM
479,2018,11,AP
170,2018,11,BA
872,2018,11,CE
157,2018,11,ES
36,2018,11,GO
2432,2018,11,MA
88,2018,11,MG
56,2018,11,MS
363,2018,11,MT
6303,2018,11,PA
193,2018,11,PB
251,2018,11,PE
664,2018,11,PI
116,2018,11,PR
2,2018,11,RJ
135,2018,11,RN
213,2018,11,RO
406,2018,11,RR
47,2018,11,RS
53,2018,11,SC
16,2018,11,SE
16,2018,11,SP
343,2018,11,TO
117,2018,12,AC
49,2018,12,AL
930,2018,12,AM
64,2018,12,AP
135,2018,12,BA
770,2018,12,CE
422,2018,12,ES
90,2018,12,GO
1039,2018,12,MA
93,2018,12,MG
198,2018,12,MS
471,2018,12,MT
1038,2018,12,PA
233,2018,12,PB
177,2018,12,PE
424,2018,12,PI
151,2018,12,PR
13,2018,12,RJ
88,2018,12,RN
161,2018,12,RO
347,2018,12,RR
45,2018,12,RS
71,2018,12,SC
31,2018,12,SE
73,2018,12,SP
300,2018,12,TO
132,2019,1,AC
49,2019,1,AL
1216,2019,1,AM
147,2019,1,AP
231,2019,1,BA
214,2019,1,CE
4,2019,1,DF
455,2019,1,ES
129,2019,1,GO
738,2019,1,MA
146,2019,1,MG
542,2019,1,MS
576,2019,1,MT
424,2019,1,PA
136,2019,1,PB
76,2019,1,PE
272,2019,1,PI
92,2019,1,PR
36,2019,1,RJ
77,2019,1,RN
162,2019,1,RO
472,2019,1,RR
33,2019,1,RS
41,2019,1,SC
43,2019,1,SE
90,2019,1,SP
521,2019,1,TO
449,2019,2,AC
50,2019,2,AL
1036,2019,2,AM
1049,2019,2,AP
443,2019,2,BA
82,2019,2,CE
1,2019,2,DF
549,2019,2,ES
88,2019,2,GO
184,2019,2,MA
123,2019,2,MG
290,2019,2,MS
709,2019,2,MT
280,2019,2,PA
579,2019,2,PB
10,2019,2,PE
255,2019,2,PI
24,2019,2,PR
21,2019,2,RJ
121,2019,2,RN
166,2019,2,RO
771,2019,2,RR
48,2019,2,RS
10,2019,2,SC
64,2019,2,SE
35,2019,2,SP
684,2019,2,TO
537,2019,3,AC
40,2019,3,AL
959,2019,3,AM
401,2019,3,AP
475,2019,3,BA
27,2019,3,CE
252,2019,3,ES
138,2019,3,GO
153,2019,3,MA
129,2019,3,MG
159,2019,3,MS
1188,2019,3,MT
180,2019,3,PA
368,2019,3,PB
16,2019,3,PE
203,2019,3,PI
45,2019,3,PR
3,2019,3,RJ
189,2019,3,RN
131,2019,3,RO
2765,2019,3,RR
94,2019,3,RS
22,2019,3,SC
194,2019,3,SE
85,2019,3,SP
735,2019,3,TO
194,2019,4,AC
17,2019,4,AL
729,2019,4,AM
630,2019,4,AP
145,2019,4,BA
111,2019,4,CE
165,2019,4,ES
83,2019,4,GO
145,2019,4,MA
93,2019,4,MG
70,2019,4,MS
708,2019,4,MT
147,2019,4,PA
143,2019,4,PB
17,2019,4,PE
109,2019,4,PI
59,2019,4,PR
74,2019,4,RN
106,2019,4,RO
1298,2019,4,RR
54,2019,4,RS
12,2019,4,SC
35,2019,4,SE
78,2019,4,SP
691,2019,4,TO
151,2019,5,AC
7,2019,5,AL
260,2019,5,AM
80,2019,5,AP
145,2019,5,BA
22,2019,5,CE
58,2019,5,ES
134,2019,5,GO
176,2019,5,MA
143,2019,5,MG
113,2019,5,MS
1118,2019,5,MT
99,2019,5,PA
27,2019,5,PB
28,2019,5,PE
98,2019,5,PI
47,2019,5,PR
18,2019,5,RJ
8,2019,5,RN
70,2019,5,RO
50,2019,5,RR
26,2019,5,RS
3,2019,5,SC
4,2019,5,SE
81,2019,5,SP
800,2019,5,TO
176,2019,6,AC
5,2019,6,AL
126,2019,6,AM
50,2019,6,AP
191,2019,6,BA
82,2019,6,CE
6,2019,6,DF
54,2019,6,ES
217,2019,6,GO
897,2019,6,MA
322,2019,6,MG
397,2019,6,MS
2151,2019,6,MT
359,2019,6,PA
20,2019,6,PB
89,2019,6,PE
459,2019,6,PI
266,2019,6,PR
47,2019,6,RJ
17,2019,6,RN
300,2019,6,RO
211,2019,6,RR
134,2019,6,RS
104,2019,6,SC
1,2019,6,SE
290,2019,6,SP
1550,2019,6,TO
649,2019,7,AC
24,2019,7,AL
1469,2019,7,AM
123,2019,7,AP
357,2019,7,BA
77,2019,7,CE
30,2019,7,DF
124,2019,7,ES
403,2019,7,GO
1486,2019,7,MA
808,2019,7,MG
748,2019,7,MS
2326,2019,7,MT
1588,2019,7,PA
38,2019,7,PB
109,2019,7,PE
1043,2019,7,PI
418,2019,7,PR
141,2019,7,RJ
96,2019,7,RN
1031,2019,7,RO
317,2019,7,RR
379,2019,7,RS
189,2019,7,SC
53,2019,7,SE
393,2019,7,SP
1923,2019,7,TO
4243,2019,8,AC
30,2019,8,AL
6989,2019,8,AM
255,2019,8,AP
597,2019,8,BA
792,2019,8,CE
29,2019,8,DF
135,2019,8,ES
698,2019,8,GO
4504,2019,8,MA
1370,2019,8,MG
2430,2019,8,MS
8030,2019,8,MT
10385,2019,8,PA
102,2019,8,PB
1144,2019,8,PE
3855,2019,8,PI
1144,2019,8,PR
157,2019,8,RJ
295,2019,8,RN
6362,2019,8,RO
1063,2019,8,RR
1647,2019,8,RS
939,2019,8,SC
14,2019,8,SE
742,2019,8,SP
4558,2019,8,TO
3541,2019,9,AC
17,2019,9,AL
3253,2019,9,AM
363,2019,9,AP
1944,2019,9,BA
1104,2019,9,CE
116,2019,9,DF
254,2019,9,ES
4149,2019,9,GO
4577,2019,9,MA
3836,2019,9,MG
3210,2019,9,MS
10747,2019,9,MT
4740,2019,9,PA
165,2019,9,PB
1623,2019,9,PE
4696,2019,9,PI
731,2019,9,PR
208,2019,9,RJ
303,2019,9,RN
4684,2019,9,RO
434,2019,9,RR
523,2019,9,RS
272,2019,9,SC
872,2019,9,SP
6679,2019,9,TO
506,2019,10,AC
26,2019,10,AL
710,2019,10,AM
634,2019,10,AP
1796,2019,10,BA
1440,2019,10,CE
27,2019,10,DF
211,2019,10,ES
873,2019,10,GO
3844,2019,10,MA
2057,2019,10,MG
2310,2019,10,MS
1774,2019,10,MT
3923,2019,10,PA
337,2019,10,PB
467,2019,10,PE
3270,2019,10,PI
310,2019,10,PR
70,2019,10,RJ
346,2019,10,RN
871,2019,10,RO
260,2019,10,RR
104,2019,10,RS
68,2019,10,SC
1,2019,10,SE
308,2019,10,SP
3649,2019,10,TO
122,2019,11,AC
63,2019,11,AL
944,2019,11,AM
565,2019,11,AP
933,2019,11,BA
1353,2019,11,CE
348,2019,11,ES
160,2019,11,GO
3258,2019,11,MA
893,2019,11,MG
1243,2019,11,MS
1176,2019,11,MT
7501,2019,11,PA
362,2019,11,PB
320,2019,11,PE
1326,2019,11,PI
97,2019,11,PR
5,2019,11,RJ
238,2019,11,RN
364,2019,11,RO
256,2019,11,RR
53,2019,11,RS
63,2019,11,SC
2,2019,11,SE
60,2019,11,SP
1195,2019,11,TO
85,2019,12,AC
71,2019,12,AL
913,2019,12,AM
162,2019,12,AP
302,2019,12,BA
790,2019,12,CE
288,2019,12,ES
88,2019,12,GO
1913,2019,12,MA
118,2019,12,MG
141,2019,12,MS
666,2019,12,MT
1825,2019,12,PA
269,2019,12,PB
191,2019,12,PE
660,2019,12,PI
81,2019,12,PR
6,2019,12,RJ
101,2019,12,RN
157,2019,12,RO
262,2019,12,RR
101,2019,12,RS
81,2019,12,SC
16,2019,12,SE
40,2019,12,SP
387,2019,12,TO
123,2020,1,AC
80,2020,1,AL
1124,2020,1,AM
182,2020,1,AP
178,2020,1,BA
250,2020,1,CE
2,2020,1,DF
831,2020,1,ES
60,2020,1,GO
178,2020,1,MA
126,2020,1,MG
226,2020,1,MS
768,2020,1,MT
316,2020,1,PA
144,2020,1,PB
159,2020,1,PE
